fname,itp_pred,itp_pred_prob,its_pred,its_pred_prob
Uz_time_05_27_.npz,[68],[0.909772],[],[]
Uz_time_05_28_.npz,[70],[0.84499323],[],[]
Uz_time_05_29_.npz,[69],[0.8522259],[],[]
Uz_time_05_30_.npz,[70],[0.9223072],[],[]
Uz_time_05_31_.npz,[69],[0.898431],[],[]
Uz_time_05_32_.npz,[69],[0.9189113],[219],[0.49848995]
Uz_time_05_33_.npz,[70],[0.86471146],[],[]
Uz_time_05_34_.npz,[70],[0.87447876],[],[]
Uz_time_05_35_.npz,[71],[0.93153226],[248],[0.627263]
Uz_time_05_36_.npz,[72],[0.91292334],[251],[0.3822257]
Uz_time_05_37_.npz,[72],[0.9433598],[255],[0.46894008]
Uz_time_05_38_.npz,[72],[0.93107915],[269],[0.3628329]
Uz_time_05_39_.npz,[75],[0.95437807],[291],[0.6766891]
Uz_time_05_40_.npz,[75],[0.9463891],[],[]
Uz_time_05_41_.npz,[74],[0.95808905],[271],[0.49307042]
Uz_time_05_42_.npz,[73],[0.95424384],[274],[0.25503308]
Uz_time_05_43_.npz,[75],[0.9399143],[],[]
Uz_time_05_44_.npz,[77],[0.9628841],[294],[0.6209823]
Uz_time_05_45_.npz,[75],[0.9361062],[322],[0.5146386]
Uz_time_05_46_.npz,[77],[0.9417834],[299],[0.46453905]
Uz_time_05_47_.npz,[80],[0.9683173],[315],[0.69926053]
Uz_time_05_48_.npz,[80],[0.9233979],[368],[0.73827255]
Uz_time_05_49_.npz,[80],[0.95298994],[346],[0.48678538]
Uz_time_05_50_.npz,[79],[0.94986624],[366],[0.2309165]
Uz_time_05_51_.npz,[80],[0.9584736],[346],[0.49954298]
Uz_time_05_52_.npz,[79],[0.9558909],[339],[0.5150987]
Uz_time_05_53_.npz,[80],[0.9614811],[343],[0.48660764]
Uz_time_05_54_.npz,[82],[0.96611506],[351],[0.6629914]
Uz_time_05_55_.npz,[81],[0.9738263],[358],[0.7905549]
Uz_time_05_56_.npz,[83],[0.9678853],[370],[0.5883996]
Uz_time_05_57_.npz,[82],[0.9668774],[371],[0.4847355]
Uz_time_05_58_.npz,[83],[0.9479849],[382],[0.46185583]
Uz_time_05_59_.npz,[82],[0.9553209],[437],[0.39472878]
Uz_time_05_60_.npz,[83],[0.9640147],[382],[0.83443993]
Uz_time_05_61_.npz,[83],[0.9470731],[],[]
Uz_time_05_62_.npz,[84],[0.9606488],[474],[0.51094145]
Uz_time_05_63_.npz,[83],[0.95744246],[413],[0.27071044]
Uz_time_05_64_.npz,[85],[0.9530579],[409],[0.7607665]
Uz_time_05_65_.npz,[83],[0.9532853],[],[]
Uz_time_05_66_.npz,[83],[0.96844864],[406],[0.40745893]
Uz_time_05_67_.npz,[84],[0.96869004],[426],[0.77088326]
Uz_time_05_68_.npz,[84],[0.9638475],[431],[0.62665576]
Uz_time_05_69_.npz,[86],[0.96114147],[437],[0.8299465]
Uz_time_05_70_.npz,[89],[0.96464235],[447],[0.53281033]
Uz_time_05_71_.npz,[86],[0.9592974],[449],[0.7319255]
Uz_time_05_72_.npz,[87],[0.9574951],[450],[0.7159706]
Uz_time_05_73_.npz,[87],[0.9663658],[453],[0.28592968]
Uz_time_05_74_.npz,[88],[0.9691938],[],[]
Uz_time_05_75_.npz,[89],[0.9571173],[444],[0.29395244]
Uz_time_05_76_.npz,[88],[0.9586806],[464],[0.73092324]
Uz_time_05_77_.npz,[89],[0.95896155],[],[]
Uz_time_05_78_.npz,[89],[0.96713465],[486],[0.7082469]
Uz_time_05_79_.npz,[87],[0.9648918],[494],[0.8596956]
Uz_time_05_80_.npz,[87],[0.9611584],[499],[0.8417823]
Uz_time_05_81_.npz,[88],[0.9543686],[506],[0.8335148]
Uz_time_05_82_.npz,[88],[0.9447472],[509],[0.6670428]
Uz_time_05_83_.npz,[89],[0.9579521],[500],[0.7730103]
Uz_time_05_84_.npz,[88],[0.97033453],[519],[0.80313367]
Uz_time_05_85_.npz,[90],[0.96684855],[526],[0.88543296]
Uz_time_05_86_.npz,[90],[0.9351542],[536],[0.77370745]
Uz_time_05_87_.npz,[90],[0.93799955],[538],[0.6321106]
Uz_time_05_88_.npz,[90],[0.9615542],[542],[0.69565576]
Uz_time_05_89_.npz,[90],[0.9667381],[541],[0.7221535]
Uz_time_05_90_.npz,[90],[0.96899295],[538],[0.53257126]
Uz_time_05_91_.npz,[91],[0.9587061],[576],[0.4977675]
Uz_time_05_92_.npz,[91],[0.9541287],[574],[0.7966269]
Uz_time_05_93_.npz,[91],[0.9628224],[583],[0.6659171]
Uz_time_05_94_.npz,[92],[0.93411016],[572],[0.31047523]
Uz_time_05_95_.npz,[95],[0.7220011],[],[]
Uz_time_05_96_.npz,[91],[0.93603426],[580],[0.77988976]
Uz_time_06_01_.npz,[56],[0.94162273],[122],[0.35572475]
Uz_time_06_02_.npz,[52],[0.9321583],[107],[0.6300535]
Uz_time_06_03_.npz,[50],[0.92508256],[98],[0.57677984]
Uz_time_06_04_.npz,[44],[0.957116],[71],[0.8298051]
Uz_time_06_05_.npz,[41],[0.89575523],[],[]
Uz_time_06_06_.npz,[42],[0.96651524],[71],[0.7041693]
Uz_time_06_07_.npz,[44],[0.9276315],[68],[0.70960337]
Uz_time_06_08_.npz,[51],[0.9458917],[98],[0.47736576]
Uz_time_06_09_.npz,[51],[0.9344885],[99],[0.73129535]
Uz_time_06_10_.npz,[54],[0.9491653],[114],[0.60031426]
Uz_time_06_11_.npz,[55],[0.9560108],[118],[0.6066632]
Uz_time_06_12_.npz,[59],[0.9476189],[122],[0.2715857]
Uz_time_06_13_.npz,[59],[0.96437407],[149],[0.57606626]
Uz_time_06_14_.npz,[61],[0.96828],[152],[0.6212973]
Uz_time_06_15_.npz,[61],[0.9538228],[],[]
Uz_time_06_16_.npz,[63],[0.960269],[162],[0.27673557]
Uz_time_06_17_.npz,[64],[0.9627343],[171],[0.3717414]
Uz_time_06_18_.npz,[63],[0.9490175],[195],[0.38288707]
Uz_time_06_19_.npz,[65],[0.9689019],[198],[0.5422481]
Uz_time_06_20_.npz,[66],[0.9768072],[209],[0.38123703]
Uz_time_06_21_.npz,[65],[0.9742483],[],[]
Uz_time_06_22_.npz,[65],[0.9473055],[],[]
Uz_time_06_23_.npz,[65],[0.94964826],[206],[0.21900946]
Uz_time_06_24_.npz,[66],[0.9520148],[210],[0.24599323]
Uz_time_06_25_.npz,[67],[0.93364054],[207],[0.48101893]
Uz_time_06_26_.npz,[68],[0.92421],[226],[0.45194593]
Uz_time_06_27_.npz,[69],[0.9013704],[],[]
Uz_time_06_28_.npz,[66],[0.94111323],[],[]
Uz_time_06_29_.npz,[66],[0.93246293],[],[]
Uz_time_06_30_.npz,[71],[0.90655744],[266],[0.240945]
Uz_time_06_31_.npz,[67],[0.9080513],[],[]
Uz_time_06_32_.npz,[70],[0.8775561],[],[]
Uz_time_06_33_.npz,[71],[0.8234919],[],[]
Uz_time_06_34_.npz,[67],[0.70350593],[326],[0.385751]
Uz_time_06_35_.npz,[69],[0.7666935],[270],[0.26765928]
Uz_time_06_36_.npz,[72],[0.8902951],[273],[0.46978375]
Uz_time_06_37_.npz,[72],[0.91914773],[258],[0.6438384]
Uz_time_06_38_.npz,[70],[0.90866834],[270],[0.5426912]
Uz_time_06_39_.npz,[75],[0.9631591],[307],[0.4921692]
Uz_time_06_40_.npz,[75],[0.9451461],[274],[0.24127224]
Uz_time_06_41_.npz,[72],[0.952534],[269],[0.41984734]
Uz_time_06_42_.npz,[70],[0.906568],[271],[0.31877562]
Uz_time_06_43_.npz,[74],[0.90413177],[],[]
Uz_time_06_44_.npz,[76],[0.94689465],[310],[0.45820454]
Uz_time_06_45_.npz,[77],[0.9380129],[],[]
Uz_time_06_46_.npz,[76],[0.95097053],[],[]
Uz_time_06_47_.npz,[80],[0.95291716],[],[]
Uz_time_06_48_.npz,[80],[0.93526775],[346],[0.42628658]
Uz_time_06_49_.npz,[79],[0.93215185],[346],[0.44593176]
Uz_time_06_50_.npz,[79],[0.90421855],[379],[0.34533942]
Uz_time_06_51_.npz,[79],[0.94256],[351],[0.55614185]
Uz_time_06_52_.npz,[79],[0.94755495],[355],[0.53113276]
Uz_time_06_53_.npz,[79],[0.9576457],[339],[0.53627187]
Uz_time_06_54_.npz,[81],[0.96273917],[342],[0.75299746]
Uz_time_06_55_.npz,[80],[0.9645311],[],[]
Uz_time_06_56_.npz,[81],[0.9691831],[364],[0.36109766]
Uz_time_06_57_.npz,[81],[0.9550462],[376],[0.54317313]
Uz_time_06_58_.npz,[82],[0.9449622],[376],[0.69387263]
Uz_time_06_59_.npz,[83],[0.9589638],[439],[0.61325437]
Uz_time_06_60_.npz,[83],[0.96381754],[382],[0.57023096]
Uz_time_06_61_.npz,[81],[0.9381418],[374],[0.79867345]
Uz_time_06_62_.npz,[84],[0.96665514],[408],[0.38240492]
Uz_time_06_63_.npz,[84],[0.9646072],[380],[0.77636105]
Uz_time_06_64_.npz,[84],[0.9591982],[403],[0.29799178]
Uz_time_06_65_.npz,[83],[0.9607904],[414],[0.38287005]
Uz_time_06_66_.npz,[84],[0.9611572],[411],[0.5109407]
Uz_time_06_67_.npz,[84],[0.9626219],[415],[0.7140557]
Uz_time_06_68_.npz,[84],[0.96150774],[440],[0.600385]
Uz_time_06_69_.npz,[85],[0.95622116],[435],[0.7133754]
Uz_time_06_70_.npz,[88],[0.96592295],[435],[0.55313075]
Uz_time_06_71_.npz,[84],[0.95907205],[441],[0.8042609]
Uz_time_06_72_.npz,[85],[0.9455591],[447],[0.726236]
Uz_time_06_73_.npz,[87],[0.96245205],[456],[0.5682212]
Uz_time_06_74_.npz,[86],[0.9582404],[458],[0.7431876]
Uz_time_06_75_.npz,[87],[0.96516454],[444],[0.49464902]
Uz_time_06_76_.npz,[87],[0.96496004],[466],[0.62509376]
Uz_time_06_77_.npz,[88],[0.9617665],[475],[0.7000898]
Uz_time_06_78_.npz,[88],[0.95541996],[483],[0.85599226]
Uz_time_06_79_.npz,[87],[0.95903707],[488],[0.85113865]
Uz_time_06_80_.npz,[87],[0.95806],[479],[0.6860598]
Uz_time_06_81_.npz,[87],[0.95628846],[502],[0.8093683]
Uz_time_06_82_.npz,[87],[0.9620557],[502],[0.8404698]
Uz_time_06_83_.npz,[88],[0.962022],[506],[0.8190933]
Uz_time_06_84_.npz,[88],[0.9642335],[524],[0.49593553]
Uz_time_06_85_.npz,[90],[0.9676647],[521],[0.8662012]
Uz_time_06_86_.npz,[91],[0.95471454],[529],[0.89015925]
Uz_time_06_87_.npz,[89],[0.93777823],[538],[0.8749353]
Uz_time_06_88_.npz,[89],[0.9453641],[540],[0.823469]
Uz_time_06_89_.npz,[90],[0.9627303],[544],[0.84573084]
Uz_time_06_90_.npz,[90],[0.96133673],[541],[0.57397574]
Uz_time_06_91_.npz,[90],[0.95744616],[562],[0.8043564]
Uz_time_06_92_.npz,[91],[0.95085937],[567],[0.7912821]
Uz_time_06_93_.npz,[91],[0.95475954],[578],[0.7254288]
Uz_time_06_94_.npz,[91],[0.95098853],[510],[0.511279]
Uz_time_06_95_.npz,[92],[0.9217171],[],[]
Uz_time_06_96_.npz,[91],[0.91401535],[594],[0.76032895]
Uz_time_07_01_.npz,[53],[0.9438458],[114],[0.492059]
Uz_time_07_02_.npz,[53],[0.93047965],[135],[0.4953942]
Uz_time_07_03_.npz,[51],[0.9532844],[98],[0.6950209]
Uz_time_07_04_.npz,[49],[0.9486686],[87],[0.53179777]
Uz_time_07_05_.npz,[43],[0.95582306],[78],[0.4970488]
Uz_time_07_06_.npz,[40],[0.8619532],[],[]
Uz_time_07_07_.npz,[42],[0.96876186],[70],[0.62694436]
Uz_time_07_08_.npz,[49],[0.80904657],[69],[0.5322677]
Uz_time_07_09_.npz,[53],[0.93304765],[114],[0.6429534]
Uz_time_07_10_.npz,[50],[0.91131085],[198],[0.4681662]
Uz_time_07_11_.npz,[54],[0.94985956],[117],[0.6001471]
Uz_time_07_12_.npz,[57],[0.95206493],[122],[0.3799413]
Uz_time_07_13_.npz,[58],[0.9683007],[145],[0.5403254]
Uz_time_07_14_.npz,[59],[0.96626365],[134],[0.6211838]
Uz_time_07_15_.npz,[60],[0.9493855],[],[]
Uz_time_07_16_.npz,[62],[0.9713742],[161],[0.62746215]
Uz_time_07_17_.npz,[63],[0.9594032],[170],[0.6835435]
Uz_time_07_18_.npz,[63],[0.93777966],[196],[0.38015193]
Uz_time_07_19_.npz,[64],[0.9641584],[195],[0.5112234]
Uz_time_07_20_.npz,[65],[0.9671427],[],[]
Uz_time_07_21_.npz,[65],[0.96767443],[],[]
Uz_time_07_22_.npz,[66],[0.95205814],[],[]
Uz_time_07_23_.npz,[66],[0.95551735],[],[]
Uz_time_07_24_.npz,[68],[0.956121],[],[]
Uz_time_07_25_.npz,[69],[0.9614275],[207],[0.55631113]
Uz_time_07_26_.npz,[69],[0.95510674],[210],[0.2866962]
Uz_time_07_27_.npz,[71],[0.9260961],[],[]
Uz_time_07_28_.npz,[70],[0.909255],[],[]
Uz_time_07_29_.npz,[72],[0.8094972],[],[]
Uz_time_07_30_.npz,[74],[0.8835552],[],[]
Uz_time_07_31_.npz,[70],[0.90710807],[],[]
Uz_time_07_32_.npz,[72],[0.83844167],[],[]
Uz_time_07_33_.npz,[75],[0.8835588],[232],[0.3030104]
Uz_time_07_34_.npz,[74],[0.80348843],[266],[0.3066098]
Uz_time_07_35_.npz,[74],[0.80786806],[266],[0.32692724]
Uz_time_07_36_.npz,[74],[0.8953782],[264],[0.5481695]
Uz_time_07_37_.npz,[74],[0.9171918],[258],[0.50318575]
Uz_time_07_38_.npz,[74],[0.9039309],[],[]
Uz_time_07_39_.npz,[75],[0.921703],[],[]
Uz_time_07_40_.npz,[79],[0.8823971],[],[]
Uz_time_07_41_.npz,[72],[0.93220943],[266],[0.5905267]
Uz_time_07_42_.npz,[72],[0.8971587],[274],[0.3342173]
Uz_time_07_43_.npz,[75],[0.9069446],[],[]
Uz_time_07_44_.npz,[83],[0.8349862],[288],[0.36315677]
Uz_time_07_45_.npz,[76],[0.8751389],[],[]
Uz_time_07_46_.npz,[81],[0.91033065],[],[]
Uz_time_07_47_.npz,[81],[0.9110316],[382],[0.21280059]
Uz_time_07_48_.npz,[79],[0.70290184],[],[]
Uz_time_07_49_.npz,[81],[0.90664864],[346],[0.47411832]
Uz_time_07_50_.npz,[82],[0.9168528],[379],[0.7633576]
Uz_time_07_51_.npz,[79],[0.934026],[],[]
Uz_time_07_52_.npz,[80],[0.9300086],[345],[0.71154046]
Uz_time_07_53_.npz,[81],[0.91769123],[345],[0.6950974]
Uz_time_07_54_.npz,[81],[0.9373757],[346],[0.6139135]
Uz_time_07_55_.npz,[79],[0.9426562],[],[]
Uz_time_07_56_.npz,[79],[0.9538593],[353],[0.6730017]
Uz_time_07_57_.npz,[80],[0.9436969],[373],[0.5174935]
Uz_time_07_58_.npz,[80],[0.95443237],[370],[0.6702273]
Uz_time_07_59_.npz,[81],[0.9660737],[378],[0.61316556]
Uz_time_07_60_.npz,[87],[0.93457],[384],[0.7714355]
Uz_time_07_61_.npz,[84],[0.9189082],[390],[0.7356256]
Uz_time_07_62_.npz,[85],[0.95061046],[458],[0.26365036]
Uz_time_07_63_.npz,[85],[0.93196887],[381],[0.8319042]
Uz_time_07_64_.npz,[86],[0.9421228],[383],[0.32431427]
Uz_time_07_65_.npz,[84],[0.9416848],[379],[0.80298436]
Uz_time_07_66_.npz,[84],[0.9445349],[408],[0.777295]
Uz_time_07_67_.npz,[84],[0.94641715],[410],[0.7896106]
Uz_time_07_68_.npz,[86],[0.96062964],[429],[0.70050806]
Uz_time_07_69_.npz,[87],[0.9613265],[440],[0.4205587]
Uz_time_07_70_.npz,[89],[0.96084917],[425],[0.5485025]
Uz_time_07_71_.npz,[86],[0.94716096],[435],[0.8761369]
Uz_time_07_72_.npz,[87],[0.9608658],[438],[0.84952193]
Uz_time_07_73_.npz,[88],[0.959719],[443],[0.6461262]
Uz_time_07_74_.npz,[86],[0.9370885],[451],[0.6449327]
Uz_time_07_75_.npz,[87],[0.9485108],[442],[0.7454331]
Uz_time_07_76_.npz,[88],[0.95754266],[447],[0.50396436]
Uz_time_07_77_.npz,[89],[0.9616388],[466],[0.5548618]
Uz_time_07_78_.npz,[88],[0.959895],[470],[0.714485]
Uz_time_07_79_.npz,[86],[0.94706464],[482],[0.8810594]
Uz_time_07_80_.npz,[86],[0.9331066],[483],[0.6892227]
Uz_time_07_81_.npz,[86],[0.96180564],[494],[0.87159604]
Uz_time_07_82_.npz,[87],[0.9610264],[501],[0.47015452]
Uz_time_07_83_.npz,[88],[0.95198023],[505],[0.7301852]
Uz_time_07_84_.npz,[87],[0.9626566],[510],[0.8291674]
Uz_time_07_85_.npz,[89],[0.96323043],[517],[0.769736]
Uz_time_07_86_.npz,[90],[0.9578371],[525],[0.7957235]
Uz_time_07_87_.npz,[90],[0.9498398],[533],[0.83195704]
Uz_time_07_88_.npz,[90],[0.92545444],[537],[0.8844852]
Uz_time_07_89_.npz,[90],[0.9143163],[542],[0.88360256]
Uz_time_07_90_.npz,[89],[0.93355006],[549],[0.70137763]
Uz_time_07_91_.npz,[90],[0.8908328],[551],[0.7980719]
Uz_time_07_92_.npz,[90],[0.9198583],[559],[0.8716884]
Uz_time_07_93_.npz,[89],[0.9452486],[566],[0.8849818]
Uz_time_07_94_.npz,[91],[0.8905749],[565],[0.70190305]
Uz_time_07_95_.npz,[92],[0.7624906],[],[]
Uz_time_07_96_.npz,[91],[0.9396878],[585],[0.702343]
Uz_time_08_01_.npz,[58],[0.9480431],[126],[0.56710047]
Uz_time_08_02_.npz,[57],[0.95231104],[120],[0.4637188]
Uz_time_08_03_.npz,[54],[0.9433972],[112],[0.5715131]
Uz_time_08_04_.npz,[55],[0.95422834],[114],[0.48885047]
Uz_time_08_05_.npz,[47],[0.9419232],[83],[0.41401854]
Uz_time_08_06_.npz,[47],[0.89145714],[102],[0.53612053]
Uz_time_08_07_.npz,[42],[0.9319137],[],[]
Uz_time_08_08_.npz,[42],[0.96518123],[67],[0.75747734]
Uz_time_08_09_.npz,[47],[0.95525986],[],[]
Uz_time_08_10_.npz,[46],[0.93841267],[71],[0.7500432]
Uz_time_08_11_.npz,[48],[0.9552799],[88],[0.6944642]
Uz_time_08_12_.npz,[50],[0.95471597],[103],[0.60398585]
Uz_time_08_13_.npz,[54],[0.9494925],[118],[0.54539096]
Uz_time_08_14_.npz,[55],[0.9569539],[119],[0.6588181]
Uz_time_08_15_.npz,[54],[0.9531366],[122],[0.39881065]
Uz_time_08_16_.npz,[57],[0.9740468],[130],[0.59183425]
Uz_time_08_17_.npz,[59],[0.96486235],[151],[0.65927434]
Uz_time_08_18_.npz,[59],[0.95339304],[155],[0.71056485]
Uz_time_08_19_.npz,[59],[0.94752204],[157],[0.645998]
Uz_time_08_20_.npz,[61],[0.95547616],[162],[0.5893361]
Uz_time_08_21_.npz,[59],[0.9304598],[194],[0.3211726]
Uz_time_08_22_.npz,[59],[0.9056701],[209],[0.40804082]
Uz_time_08_23_.npz,[63],[0.952253],[193],[0.49045086]
Uz_time_08_24_.npz,[63],[0.9510614],[199],[0.47903103]
Uz_time_08_25_.npz,[65],[0.9678187],[205],[0.44831738]
Uz_time_08_26_.npz,[65],[0.96437985],[208],[0.38430586]
Uz_time_08_27_.npz,[65],[0.9691974],[182],[0.3260952]
Uz_time_08_28_.npz,[62],[0.84612715],[194],[0.3177639]
Uz_time_08_29_.npz,[60],[0.8634209],[198],[0.5267471]
Uz_time_08_30_.npz,[64],[0.9433842],[195],[0.6168523]
Uz_time_08_31_.npz,[65],[0.960282],[198],[0.54759675]
Uz_time_08_32_.npz,[66],[0.9532886],[210],[0.4412273]
Uz_time_08_33_.npz,[68],[0.9366349],[250],[0.20068051]
Uz_time_08_34_.npz,[65],[0.92329776],[],[]
Uz_time_08_35_.npz,[63],[0.9301097],[],[]
Uz_time_08_36_.npz,[63],[0.91198695],[237],[0.35124278]
Uz_time_08_37_.npz,[69],[0.9496167],[235],[0.76263684]
Uz_time_08_38_.npz,[70],[0.94895387],[266],[0.38286176]
Uz_time_08_39_.npz,[69],[0.95411557],[235],[0.6461019]
Uz_time_08_40_.npz,[70],[0.91110754],[272],[0.3665566]
Uz_time_08_41_.npz,[69],[0.9296372],[259],[0.7551626]
Uz_time_08_42_.npz,[66],[0.9271082],[253],[0.8559054]
Uz_time_08_43_.npz,[69],[0.94117945],[269],[0.670794]
Uz_time_08_44_.npz,[75],[0.9486223],[277],[0.70216113]
Uz_time_08_45_.npz,[73],[0.95365787],[290],[0.2955838]
Uz_time_08_46_.npz,[75],[0.94297624],[306],[0.31966013]
Uz_time_08_47_.npz,[77],[0.9706635],[295],[0.623099]
Uz_time_08_48_.npz,[76],[0.94955754],[301],[0.6077206]
Uz_time_08_49_.npz,[77],[0.9512221],[306],[0.40516588]
Uz_time_08_50_.npz,[77],[0.95339346],[354],[0.550719]
Uz_time_08_51_.npz,[77],[0.96182185],[314],[0.43495703]
Uz_time_08_52_.npz,[77],[0.9581353],[350],[0.6000479]
Uz_time_08_53_.npz,[79],[0.9672779],[334],[0.34635907]
Uz_time_08_54_.npz,[79],[0.96566206],[360],[0.35211593]
Uz_time_08_55_.npz,[76],[0.9339037],[344],[0.4348627]
Uz_time_08_56_.npz,[79],[0.96027654],[341],[0.5792043]
Uz_time_08_57_.npz,[76],[0.94838196],[347],[0.64795625]
Uz_time_08_58_.npz,[79],[0.95515364],[352],[0.8678431]
Uz_time_08_59_.npz,[80],[0.97166914],[361],[0.8257276]
Uz_time_08_60_.npz,[81],[0.9542581],[368],[0.55488265]
Uz_time_08_61_.npz,[80],[0.94462115],[382],[0.42227116]
Uz_time_08_62_.npz,[81],[0.9383876],[381],[0.50438756]
Uz_time_08_63_.npz,[81],[0.88195014],[458],[0.47400644]
Uz_time_08_64_.npz,[82],[0.9587237],[428],[0.2785966]
Uz_time_08_65_.npz,[76],[0.8991096],[],[]
Uz_time_08_66_.npz,[81],[0.93972033],[502],[0.38398048]
Uz_time_08_67_.npz,[83],[0.96446425],[520],[0.35843012]
Uz_time_08_68_.npz,[82],[0.96596473],[411],[0.70996004]
Uz_time_08_69_.npz,[81],[0.94992423],[419],[0.5877217]
Uz_time_08_70_.npz,[85],[0.94230413],[436],[0.60224235]
Uz_time_08_71_.npz,[83],[0.9714517],[426],[0.8861253]
Uz_time_08_72_.npz,[83],[0.96935004],[433],[0.8968575]
Uz_time_08_73_.npz,[82],[0.9230471],[441],[0.85167754]
Uz_time_08_74_.npz,[84],[0.94994146],[450],[0.49507424]
Uz_time_08_75_.npz,[85],[0.9525922],[458],[0.685381]
Uz_time_08_76_.npz,[85],[0.9524748],[457],[0.85844654]
Uz_time_08_77_.npz,[85],[0.9432338],[447],[0.6618346]
Uz_time_08_78_.npz,[85],[0.9261854],[467],[0.87976354]
Uz_time_08_79_.npz,[83],[0.95927274],[473],[0.85961825]
Uz_time_08_80_.npz,[84],[0.9570165],[481],[0.80887747]
Uz_time_08_81_.npz,[86],[0.94985616],[485],[0.8807777]
Uz_time_08_82_.npz,[85],[0.95782256],[486],[0.7982053]
Uz_time_08_83_.npz,[84],[0.95153725],[486],[0.8340939]
Uz_time_08_84_.npz,[83],[0.9533951],[502],[0.8395716]
Uz_time_08_85_.npz,[86],[0.9585078],[507],[0.7043605]
Uz_time_08_86_.npz,[88],[0.9548094],[524],[0.4931589]
Uz_time_08_87_.npz,[87],[0.94278926],[523],[0.8240775]
Uz_time_08_88_.npz,[86],[0.95945907],[523],[0.8944121]
Uz_time_08_89_.npz,[87],[0.9607555],[534],[0.8563497]
Uz_time_08_90_.npz,[87],[0.9626605],[509],[0.48529202]
Uz_time_08_91_.npz,[87],[0.95338815],[547],[0.51198506]
Uz_time_08_92_.npz,[88],[0.948655],[546],[0.77726734]
Uz_time_08_93_.npz,[88],[0.9386609],[558],[0.87674254]
Uz_time_08_94_.npz,[90],[0.96143633],[559],[0.28362426]
Uz_time_08_95_.npz,[91],[0.9489753],[578],[0.29783857]
Uz_time_08_96_.npz,[91],[0.95192826],[575],[0.8604371]
Uz_time_09_01_.npz,[57],[0.94339883],[151],[0.61725146]
Uz_time_09_02_.npz,[57],[0.93572646],[156],[0.20151824]
Uz_time_09_03_.npz,[53],[0.9300805],[146],[0.24683258]
Uz_time_09_04_.npz,[51],[0.91151464],[103],[0.5992327]
Uz_time_09_05_.npz,[51],[0.900281],[96],[0.40201455]
Uz_time_09_06_.npz,[46],[0.901561],[90],[0.6361459]
Uz_time_09_07_.npz,[44],[0.91758764],[],[]
Uz_time_09_08_.npz,[42],[0.96514046],[74],[0.78839886]
Uz_time_09_09_.npz,[42],[0.964572],[],[]
Uz_time_09_10_.npz,[46],[0.8949712],[98],[0.3777206]
Uz_time_09_11_.npz,[48],[0.92347383],[106],[0.30409497]
Uz_time_09_12_.npz,[53],[0.93804616],[113],[0.38369617]
Uz_time_09_13_.npz,[54],[0.9339446],[114],[0.41645533]
Uz_time_09_14_.npz,[57],[0.9343921],[],[]
Uz_time_09_15_.npz,[58],[0.936291],[123],[0.329181]
Uz_time_09_16_.npz,[59],[0.9531777],[154],[0.5004035]
Uz_time_09_17_.npz,[60],[0.95246935],[159],[0.6348316]
Uz_time_09_18_.npz,[60],[0.91628563],[198],[0.36149803]
Uz_time_09_19_.npz,[61],[0.9361474],[194],[0.4054656]
Uz_time_09_20_.npz,[63],[0.953513],[194],[0.33653125]
Uz_time_09_21_.npz,[60],[0.9241197],[],[]
Uz_time_09_22_.npz,[59],[0.91605633],[],[]
Uz_time_09_23_.npz,[61],[0.90561056],[],[]
Uz_time_09_24_.npz,[65],[0.9175553],[],[]
Uz_time_09_25_.npz,[67],[0.9475669],[],[]
Uz_time_09_26_.npz,[67],[0.9439998],[210],[0.3418916]
Uz_time_09_27_.npz,[69],[0.9481296],[213],[0.23059772]
Uz_time_09_28_.npz,[66],[0.94672614],[],[]
Uz_time_09_29_.npz,[67],[0.92293084],[226],[0.25037572]
Uz_time_09_30_.npz,[71],[0.85839564],[515],[0.5273531]
Uz_time_09_31_.npz,[66],[0.8361495],[],[]
Uz_time_09_32_.npz,[71],[0.8340723],[],[]
Uz_time_09_33_.npz,[71],[0.84736496],[],[]
Uz_time_09_34_.npz,[67],[0.8433447],[],[]
Uz_time_09_35_.npz,[65],[0.8152598],[267],[0.62020046]
Uz_time_09_36_.npz,[74],[0.9094053],[],[]
Uz_time_09_37_.npz,[73],[0.8727733],[253],[0.3059317]
Uz_time_09_38_.npz,[74],[0.9037704],[262],[0.5187389]
Uz_time_09_39_.npz,[74],[0.9432654],[300],[0.28197142]
Uz_time_09_40_.npz,[77],[0.88848376],[],[]
Uz_time_09_41_.npz,[71],[0.92087704],[242],[0.27171448]
Uz_time_09_42_.npz,[72],[0.8893697],[267],[0.618088]
Uz_time_09_43_.npz,[73],[0.92150587],[274],[0.22488266]
Uz_time_09_44_.npz,[75],[0.9389667],[269],[0.4300508]
Uz_time_09_45_.npz,[75],[0.94053274],[274],[0.37992156]
Uz_time_09_46_.npz,[77],[0.9561003],[310],[0.31234583]
Uz_time_09_47_.npz,[79],[0.9563073],[299],[0.3253125]
Uz_time_09_48_.npz,[82],[0.9022371],[302],[0.26680404]
Uz_time_09_49_.npz,[77],[0.9374131],[302],[0.5135084]
Uz_time_09_50_.npz,[77],[0.9249769],[],[]
Uz_time_09_51_.npz,[77],[0.93542624],[364],[0.31187984]
Uz_time_09_52_.npz,[77],[0.9359064],[370],[0.497257]
Uz_time_09_53_.npz,[78],[0.9443624],[373],[0.4526155]
Uz_time_09_54_.npz,[79],[0.9557106],[340],[0.60331917]
Uz_time_09_55_.npz,[79],[0.95198077],[322],[0.35306048]
